,zoneid,crimes per sq. mile,per capita income,pop. change,most similar RD stores,RD match index,similar store revenue,similar store noi,similar store bad debt
20985,70939-53009990100,4.32,"$31,235",3%,"RD048, RD037, RD010, RD046, RD121",90.5%,"$34,327","$20,641","-$1,486"
20986,70939-53009001500,0.07,"$33,929",3%,"RD048, RD020, RD074, RD148, RD174",90.7%,"$26,306","$15,093","-$1,406"
20987,70939-53009001200,25.03,"$33,868",3%,"RD062, RD074, RD076, RD155, RD176",92.9%,"$19,925","$10,210","-$1,479"
20988,70939-53009001400,1.06,"$32,980",3%,"RD063, RD046, RD148, RD062, RD010",91.0%,"$23,205","$12,685","-$1,100"
20989,70939-53009000900,147.18,"$25,192",3%,"RD047, RD142, RD033, RD034, RD079",92.7%,"$19,217","$10,941","-$1,279"
20990,70939-53009001300,7.01,"$27,800",3%,"RD064, RD113, RD049, RD190, RD029",92.9%,"$20,984","$12,258","-$1,239"
20991,70939-53009001100,14.86,"$32,437",3%,"RD074, RD016, RD015, RD010, RD024",91.4%,"$27,966","$16,702","-$1,601"
20992,70939-53009000800,89.86,"$23,300",3%,"RD034, RD033, RD124, RD025, RD130",92.7%,"$14,788","$7,352","-$1,791"
20993,70939-53009000700,11.77,"$26,348",3%,"RD010, RD167, RD113, RD060, RD029",92.1%,"$24,614","$15,142","-$1,261"
20994,80335-,116.47,"$28,056",1%,"RD096, RD198, RD118, RD072, RD039",79.7%,"$25,143","$14,946","-$1,367"
20995,09082-,7.26,"$18,313",-1%,"RD030, RD101, RD130, RD087, RD129",89.8%,"$20,673","$11,369","-$1,798"
20996,74142-,1.2,"$21,455",1%,"RD077, RD131, RD049, RD189, RD128",90.7%,"$17,754","$9,199","-$1,441"
20997,02278-,7.24,"$20,792",1%,"RD025, RD155, RD017, RD150, RD038",94.5%,"$25,457","$13,998","-$1,470"
20998,26578-,4.3,"$20,461",-0%,"RD098, RD109, RD123, RD103, RD069",92.4%,"$22,242","$12,165","-$1,838"
20999,06841-,262.95,"$15,298",0%,"RD107, RD122, RD018, RD162, RD069",81.6%,"$16,912","$9,381","-$1,118"
21000,17938-19045000600,58.89,"$32,648",-1%,"RD155, RD101, RD059, RD064, RD025",92.5%,"$18,182","$9,561","-$1,343"
21001,17938-19045000300,257.81,"$20,998",-1%,"RD052, RD068, RD069, RD067, RD070",89.2%,"$18,106","$9,617","-$1,577"
21002,17938-19045000700,6.26,"$28,679",-1%,"RD185, RD038, RD138, RD129, RD152",91.9%,"$18,271","$9,230","-$1,281"
21003,17938-19045000500,17.32,"$25,160",-1%,"RD025, RD038, RD113, RD155, RD188",92.7%,"$15,673","$8,528",-$909
21004,17938-19045000100,261.87,"$16,608",-1%,"RD051, RD108, RD157, RD028, RD066",89.4%,"$13,707","$6,479","-$1,846"
21005,17938-19045000200,21.46,"$20,747",-1%,"RD106, RD104, RD098, RD123, RD109",92.2%,"$16,880","$8,771","-$1,262"
21006,17938-17195000500,11.46,"$30,856",-2%,"RD064, RD001, RD113, RD025, RD127",95.0%,"$16,391","$8,784","-$1,053"
21007,17938-19045000400,2.96,"$38,717",-1%,"RD005, RD129, RD002, RD188, RD091",93.2%,"$15,022","$7,532","-$1,027"
21008,17938-19045000800,0.49,"$27,808",-1%,"RD113, RD175, RD104, RD106, RD091",95.3%,"$15,807","$8,885",-$867
21009,17938-17195000400,0.03,"$34,082",-2%,"RD163, RD049, RD167, RD113, RD046",91.8%,"$17,521","$9,003","-$1,184"
21010,63447-,1.24,"$27,222",2%,"RD187, RD049, RD120, RD189, RD148",91.9%,"$22,602","$13,050","-$1,271"
21011,25025-,3.31,"$20,405",2%,"RD049, RD184, RD131, RD101, RD029",92.7%,"$26,085","$16,603","-$1,442"
21012,22110-,2.71,"$26,305",1%,"RD049, RD010, RD096, RD187, RD118",90.9%,"$23,778","$14,049","-$1,333"
21013,12700-53029971400,3.2,"$47,490",3%,"RD086, RD014, RD010, RD020, RD013",85.5%,"$31,252","$19,745","-$1,112"
21014,12700-53029971700,2.85,"$45,761",3%,"RD010, RD198, RD039, RD040, RD118",80.0%,"$35,359","$22,183","-$1,191"
21015,12700-53029971600,2.87,"$36,385",3%,"RD010, RD039, RD040, RD074, RD121",87.4%,"$31,379","$18,505","-$1,423"
21016,12700-53029971500,2.53,"$49,762",3%,"RD118, RD198, RD010, RD039, RD040",79.3%,"$24,610","$14,356","-$1,112"
21017,26821-55127000200,0.09,"$43,220",0%,"RD020, RD005, RD083, RD053, RD013",95.0%,"$19,781","$11,283","-$1,055"
21018,26821-55127000302,0.27,"$39,740",0%,"RD096, RD010, RD118, RD049, RD046",79.8%,"$26,907","$15,899","-$1,246"
21019,26821-55127000901,2.3,"$27,282",0%,"RD101, RD017, RD074, RD182, RD183",94.3%,"$21,861","$12,633","-$1,232"
21020,26821-55127000902,4.79,"$26,283",0%,"RD183, RD182, RD024, RD045, RD188",94.2%,"$21,141","$12,341",-$958
21021,26821-55127000800,0.43,"$33,594",0%,"RD198, RD118, RD096, RD087, RD010",50.9%,"$25,840","$15,778","-$1,363"
21022,26821-55127001000,0.18,"$36,603",0%,"RD020, RD005, RD063, RD178, RD010",94.9%,"$19,797","$11,128","-$1,127"
21023,68077-26159011900,2.14,"$31,660",0%,"RD174, RD020, RD092, RD113, RD005",92.6%,"$19,630","$10,998","-$1,011"
21024,68077-26159010900,0.85,"$31,150",0%,"RD002, RD020, RD129, RD113, RD148",93.2%,"$23,008","$12,400","-$1,237"
21025,68077-26159011002,0.79,"$29,222",0%,"RD005, RD113, RD020, RD092, RD155",93.9%,"$18,294","$10,488",-$962
21026,68077-26159011600,0.76,"$29,593",0%,"RD118, RD010, RD049, RD198, RD096",88.3%,"$24,874","$14,575","-$1,237"
21027,68077-26159011800,3.55,"$29,075",0%,"RD118, RD198, RD017, RD129, RD064",91.2%,"$23,458","$13,422","-$1,349"
21028,29791-,3.47,"$17,358",1%,"RD138, RD106, RD104, RD131, RD031",92.5%,"$19,625","$10,910","-$1,607"
21029,47746-26087333500,1.32,"$26,287",-0%,"RD167, RD115, RD175, RD005, RD184",91.8%,"$22,268","$12,689","-$1,273"
21030,47746-26087337000,39.25,"$28,485",-0%,"RD183, RD182, RD017, RD041, RD173",94.3%,"$22,820","$12,936","-$1,277"
21031,47746-26087337500,69.05,"$25,417",-0%,"RD077, RD101, RD127, RD109, RD123",93.7%,"$19,009","$9,862","-$1,373"
21032,47746-26087334000,1.21,"$26,286",-0%,"RD115, RD175, RD113, RD186, RD099",93.0%,"$24,289","$14,367",-$896
21033,47746-26087338000,0.21,"$33,223",-0%,"RD010, RD149, RD045, RD024, RD019",93.7%,"$27,177","$16,460","-$1,522"
21034,47746-26087334500,0.69,"$29,244",-0%,"RD006, RD022, RD083, RD129, RD005",92.3%,"$18,443","$9,419","-$1,473"
21035,47746-26087336000,0.69,"$32,879",-0%,"RD115, RD149, RD167, RD005, RD010",91.8%,"$22,721","$13,236",-$956
21036,60814-19139050700,9.19,"$29,254",-1%,"RD091, RD104, RD106, RD098, RD017",94.1%,"$21,014","$11,532","-$1,247"
21037,60814-19139050400,0.14,"$31,067",-1%,"RD148, RD020, RD083, RD005, RD024",93.5%,"$21,620","$12,024","-$1,084"
21038,60814-19139050900,94.44,"$20,368",-1%,"RD025, RD093, RD130, RD028, RD114",91.9%,"$18,482","$9,769","-$1,414"
21039,60814-19139051000,30.14,"$17,574",-1%,"RD132, RD104, RD106, RD163, RD077",93.4%,"$17,045","$8,904","-$1,173"
21040,60814-19139050100,0.0,"$41,003",-1%,"RD083, RD020, RD174, RD053, RD092",93.2%,"$19,787","$10,624","-$1,052"
21041,60814-19139050600,2.15,"$41,513",-1%,"RD186, RD053, RD045, RD024, RD178",92.4%,"$19,702","$10,935",-$761
21042,60814-19139050500,18.26,"$26,339",-1%,"RD001, RD065, RD091, RD127, RD123",94.3%,"$15,858","$8,565",-$996
21043,60814-19139050200,0.04,"$33,749",-1%,"RD113, RD001, RD127, RD064, RD091",94.7%,"$14,544","$7,512",-$752
21044,15616-,14.99,"$29,432",-0%,"RD198, RD096, RD118, RD072, RD039",81.1%,"$23,523","$14,024","-$1,189"
21045,95941-,0.04,"$33,749",-1%,"RD113, RD001, RD091, RD026, RD127",94.9%,"$14,544","$7,512",-$752
21046,93808-,0.13,"$27,127",-1%,"RD118, RD049, RD064, RD163, RD096",87.9%,"$23,182","$13,324","-$1,481"
21047,04519-36051030202,0.44,"$22,199",-1%,"RD182, RD183, RD188, RD084, RD038",88.9%,"$22,125","$12,120","-$1,101"
21048,04519-36051030201,0.44,"$22,199",-1%,"RD188, RD182, RD183, RD084, RD038",88.7%,"$23,787","$13,273","-$1,318"
21049,04519-36051030300,2.41,"$32,106",-1%,"RD155, RD113, RD091, RD025, RD038",94.5%,"$19,249","$10,692",-$880
21050,32788-36051030202,0.44,"$22,199",-1%,"RD182, RD183, RD188, RD084, RD038",88.9%,"$22,125","$12,120","-$1,101"
21051,32788-36051030400,13.32,"$24,415",-1%,"RD025, RD016, RD015, RD113, RD183",88.6%,"$26,287","$15,258","-$1,697"
21052,32788-36051030201,0.44,"$22,199",-1%,"RD188, RD182, RD183, RD084, RD038",88.7%,"$23,787","$13,273","-$1,318"
21053,81955-,12.34,"$21,397",2%,"RD082, RD030, RD017, RD101, RD100",91.5%,"$23,432","$13,548","-$1,878"
21054,75367-,160.06,"$24,688",0%,"RD130, RD155, RD093, RD025, RD068",92.8%,"$19,209","$10,450","-$1,169"
21055,16534-,0.19,"$11,811",1%,"RD173, RD064, RD112, RD049, RD098",85.5%,"$16,941","$8,347","-$1,495"
21056,92296-,13.94,"$25,829",-0%,"RD038, RD077, RD113, RD011, RD104",93.8%,"$19,821","$10,623","-$1,434"
21057,66025-42107003000,1.48,"$41,134",-1%,"RD186, RD058, RD071, RD175, RD178",93.1%,"$21,817","$12,629",-$994
21058,66025-42107003200,1.81,"$32,841",-1%,"RD005, RD185, RD002, RD020, RD006",94.1%,"$19,703","$10,730","-$1,202"
21059,66025-42107003400,0.35,"$34,051",-1%,"RD010, RD167, RD039, RD040, RD118",89.7%,"$28,188","$16,936","-$1,231"
21060,66025-42107003100,12.91,"$39,464",-1%,"RD017, RD091, RD149, RD101, RD175",93.2%,"$18,508","$10,207",-$774
21061,24526-13069010500,3.98,"$24,121",1%,"RD104, RD106, RD049, RD064, RD131",92.2%,"$17,206","$8,828","-$1,324"
21062,24526-13069010700,2.79,"$16,794",1%,"RD049, RD085, RD082, RD101, RD173",89.3%,"$15,753","$8,469","-$1,444"
21063,24526-13069010801,3.31,"$16,436",1%,"RD131, RD188, RD128, RD138, RD189",89.2%,"$13,114","$6,523","-$1,302"
21064,24526-13069010200,0.33,"$21,496",1%,"RD190, RD104, RD106, RD187, RD131",90.6%,"$13,004","$6,631","-$1,153"
21065,24526-13069010802,3.9,"$20,490",1%,"RD128, RD077, RD144, RD104, RD106",93.9%,"$16,972","$8,820","-$1,446"
21066,24526-13069010600,0.03,"$28,741",1%,"RD188, RD129, RD167, RD133, RD106",91.5%,"$17,251","$9,146","-$1,228"
21067,24526-13069010400,8.63,"$21,802",1%,"RD104, RD106, RD077, RD138, RD064",92.4%,"$17,807","$9,126","-$1,701"
21068,83859-,0.12,"$37,095",3%,"RD121, RD116, RD167, RD019, RD191",87.9%,"$40,343","$24,084","-$1,299"
21069,24329-,0.34,"$30,605",1%,"RD175, RD148, RD045, RD024, RD062",93.5%,"$20,559","$11,023",-$719
21070,95391-,0.1,"$32,326",-1%,"RD024, RD045, RD113, RD091, RD155",94.5%,"$25,521","$14,643","-$1,069"
21071,38823-,1.32,"$31,775",1%,"RD187, RD174, RD076, RD024, RD045",93.3%,"$21,815","$12,339","-$1,158"
21072,17625-,3.52,"$22,324",1%,"RD188, RD049, RD101, RD041, RD064",93.7%,"$16,268","$8,822","-$1,089"
21073,05086-,1.09,"$33,484",0%,"RD198, RD118, RD096, RD010, RD046",79.4%,"$27,647","$16,535","-$1,260"
21074,86248-,1.22,"$21,673",-2%,"RD187, RD082, RD132, RD128, RD101",89.8%,"$11,650","$5,636","-$1,218"
21075,32437-35031943901,0.1,"$13,256",0%,"RD179, RD132, RD120, RD187, RD064",88.5%,"$18,822","$10,118","-$1,231"
21076,32437-35031945600,46.42,"$18,952",0%,"RD109, RD123, RD082, RD128, RD144",87.0%,"$19,145","$10,045","-$1,769"
21077,32437-35031943902,0.16,"$11,007",0%,"RD132, RD187, RD179, RD098, RD167",87.9%,"$16,719","$8,291","-$1,510"
21078,32437-35031945400,204.16,"$32,562",0%,"RD158, RD162, RD172, RD052, RD130",88.6%,"$15,734","$7,791","-$1,371"
21079,32437-35031945300,9.91,"$9,581",0%,"RD157, RD124, RD034, RD033, RD179",83.6%,"$20,399","$9,735","-$2,207"
21080,32437-35031945500,21.71,"$33,900",0%,"RD155, RD104, RD106, RD017, RD098",92.3%,"$19,723","$10,580","-$1,452"
21081,32437-35031945200,4.81,"$15,463",0%,"RD128, RD164, RD098, RD179, RD132",90.9%,"$16,916","$8,561","-$1,475"
21082,14995-,0.01,"$21,379",-0%,"RD129, RD064, RD167, RD188, RD101",92.7%,"$17,651","$9,482","-$1,162"
21083,02116-,1.86,"$19,029",2%,"RD152, RD129, RD100, RD102, RD030",88.5%,"$21,785","$11,542","-$1,932"
21084,86626-,3.05,"$29,959",-0%,"RD149, RD011, RD015, RD016, RD058",92.8%,"$26,156","$15,273","-$1,390"
21085,54685-,4.2,"$18,029",-1%,"RD082, RD187, RD085, RD080, RD049",91.3%,"$17,500","$9,517","-$1,448"
21086,18613-,0.32,"$60,926",-1%,"RD086, RD116, RD121, RD014, RD013",79.2%,"$30,409","$19,114","-$1,043"
21087,43480-,10.67,"$20,492",1%,"RD163, RD132, RD064, RD098, RD189",91.8%,"$18,568","$10,790","-$1,218"
21088,90640-,0.39,"$47,653",3%,"RD010, RD046, RD118, RD198, RD083",81.9%,"$26,690","$16,200","-$1,469"
21089,50213-09005300500,0.69,"$48,980",-1%,"RD063, RD186, RD020, RD178, RD149",92.8%,"$19,427","$10,586","-$1,063"
21090,50213-09005300400,0.94,"$49,604",-1%,"RD118, RD198, RD020, RD010, RD185",86.1%,"$28,335","$17,076","-$1,295"
21091,50213-09005300100,0.52,"$50,693",-1%,"RD010, RD046, RD039, RD040, RD118",82.0%,"$24,172","$14,185",-$923
21092,06186-36119012304,1.49,"$124,022",-1%,"RD086, RD013, RD014, RD126, RD135",34.1%,"$20,158","$11,339","-$1,127"
21093,06186-36119012700,0.43,"$102,059",-1%,"RD086, RD014, RD013, RD020, RD121",62.7%,"$28,875","$18,018",-$968
21094,06186-36119012600,1.07,"$98,424",-1%,"RD086, RD014, RD020, RD063, RD013",0.0%,"$29,796","$18,730","-$1,003"
21095,06186-36119012400,1.68,"$120,303",-1%,"RD086, RD013, RD014, RD135, RD126",39.2%,"$27,879","$16,874","-$1,065"
21096,53092-18077966300,6.77,"$18,478",-0%,"RD122, RD190, RD044, RD027, RD163",89.0%,"$19,018","$9,628","-$1,248"
21097,53092-21223100100,0.0,"$31,043",0%,"RD049, RD064, RD148, RD085, RD061",92.7%,"$17,177","$8,943","-$1,211"
21098,53092-18077966500,6.08,"$28,607",-0%,"RD045, RD024, RD101, RD074, RD155",93.9%,"$22,317","$12,728","-$1,082"
21099,53092-18077966400,7.47,"$21,191",-0%,"RD188, RD129, RD025, RD038, RD093",92.0%,"$15,865","$8,250","-$1,042"
21100,53092-18077966100,0.02,"$34,015",-0%,"RD167, RD019, RD048, RD174, RD049",91.8%,"$25,728","$15,225","-$1,363"
21101,53092-18077966000,0.25,"$33,674",-0%,"RD187, RD049, RD167, RD065, RD105",91.2%,"$20,191","$11,744","-$1,031"
21102,20395-36023970500,95.75,"$25,909",-1%,"RD028, RD093, RD158, RD025, RD130",94.0%,"$17,974","$9,101","-$1,448"
21103,20395-36023970300,12.69,"$41,270",-1%,"RD036, RD017, RD091, RD092, RD001",93.5%,"$17,606","$10,021",-$883
21104,20395-36023970400,0.3,"$28,663",-1%,"RD132, RD187, RD017, RD113, RD106",92.1%,"$19,879","$11,479","-$1,031"
21105,20395-36023970900,106.77,"$20,980",-1%,"RD158, RD130, RD028, RD162, RD093",90.7%,"$16,900","$8,814","-$1,455"
21106,20395-36023970200,0.29,"$32,915",-1%,"RD140, RD186, RD049, RD044, RD027",92.0%,"$17,995","$10,138","-$1,145"
21107,20395-36023970700,128.12,"$28,257",-1%,"RD047, RD025, RD001, RD150, RD155",87.6%,"$17,779","$9,340","-$1,137"
21108,20395-36023971000,1.88,"$38,127",-1%,"RD017, RD186, RD044, RD027, RD091",91.3%,"$24,733","$14,049","-$1,411"
21109,32572-32005001100,66.22,"$27,471",3%,"RD038, RD155, RD016, RD015, RD007",92.2%,"$26,051","$14,382","-$1,845"
21110,32572-32005002400,0.18,"$22,974",3%,"RD167, RD029, RD184, RD115, RD187",92.4%,"$29,703","$18,296","-$1,814"
21111,32572-32005001200,10.7,"$33,184",3%,"RD063, RD178, RD074, RD010, RD020",92.9%,"$23,789","$13,453","-$1,243"
21112,32572-32005002200,1.22,"$43,535",3%,"RD020, RD086, RD063, RD013, RD083",89.3%,"$16,747","$9,503",-$969
21113,32572-32005001400,16.1,"$32,894",3%,"RD063, RD178, RD010, RD045, RD024",92.3%,"$20,492","$11,744","-$1,034"
21114,32572-32005001000,21.92,"$36,462",3%,"RD083, RD086, RD074, RD020, RD006",92.3%,"$22,315","$12,305","-$1,505"
21115,32572-32005001900,0.14,"$83,612",3%,"RD046, RD086, RD010, RD063, RD053",60.6%,"$34,893","$22,083","-$1,069"
21116,32572-32005001500,27.29,"$26,903",3%,"RD178, RD043, RD063, RD031, RD144",92.4%,"$20,811","$11,607","-$1,214"
21117,32572-32005001300,0.47,"$64,358",3%,"RD086, RD020, RD063, RD013, RD035",69.1%,"$20,892","$12,375",-$918
21118,92431-39047925800,0.13,"$30,866",-0%,"RD186, RD148, RD174, RD115, RD049",93.3%,"$24,763","$13,751","-$1,040"
21119,92431-39047925900,0.22,"$25,277",-0%,"RD005, RD030, RD101, RD115, RD175",92.4%,"$22,705","$12,494","-$1,385"
21120,92431-39047926300,8.78,"$28,153",-0%,"RD017, RD091, RD127, RD077, RD030",93.2%,"$21,721","$12,182","-$1,452"
21121,92431-39047926200,6.19,"$27,795",-0%,"RD017, RD091, RD030, RD065, RD101",95.2%,"$17,434","$9,457","-$1,009"
21122,92431-39047926000,5.36,"$25,724",-0%,"RD064, RD113, RD075, RD065, RD163",93.6%,"$16,516","$8,962","-$1,010"
21123,92431-39047926100,15.03,"$18,774",-0%,"RD150, RD007, RD077, RD017, RD144",92.8%,"$24,387","$14,110","-$1,589"
21124,26767-,2.17,"$27,253",-0%,"RD189, RD106, RD104, RD017, RD182",92.7%,"$20,798","$10,955","-$1,460"
21125,35569-28083950200,0.39,"$11,026",-1%,"RD138, RD130, RD090, RD093, RD129",82.7%,"$20,171","$9,906","-$2,080"
21126,35569-28083950800,106.02,"$13,177",-1%,"RD161, RD157, RD112, RD139, RD108",91.6%,"$11,786","$4,759","-$1,522"
21127,35569-28083950400,0.06,"$19,858",-1%,"RD065, RD098, RD187, RD064, RD049",89.7%,"$23,331","$13,475","-$1,463"
21128,35569-28083950900,58.19,"$11,413",-1%,"RD136, RD162, RD098, RD066, RD130",90.9%,"$16,564","$7,910","-$1,982"
21129,35569-28083950700,50.19,"$13,311",-1%,"RD162, RD088, RD077, RD123, RD109",89.5%,"$16,782","$8,643","-$1,707"
21130,35569-28083950600,14.99,"$39,284",-1%,"RD065, RD064, RD036, RD092, RD075",93.6%,"$19,313","$10,937",-$943
21131,49366-,5.92,"$24,825",2%,"RD064, RD113, RD155, RD031, RD077",93.7%,"$17,033","$9,402","-$1,226"
21132,81820-,7.13,"$30,280",-1%,"RD104, RD106, RD113, RD091, RD001",93.5%,"$17,663","$10,121",-$985
21133,19315-,0.77,"$29,218",-1%,"RD185, RD148, RD083, RD173, RD187",84.1%,"$20,727","$11,590","-$1,280"
21134,09600-17063000900,0.13,"$32,937",-1%,"RD167, RD187, RD149, RD017, RD002",92.5%,"$23,160","$13,833","-$1,158"
21135,09600-17197884003,3.79,"$30,823",-1%,"RD149, RD058, RD113, RD029, RD011",93.2%,"$22,018","$12,328","-$1,141"
21136,09600-17197884006,0.32,"$33,693",-1%,"RD147, RD170, RD120, RD085, RD188",88.9%,"$22,790","$12,680","-$1,416"
21137,09600-17063000800,0.34,"$34,916",-1%,"RD058, RD149, RD005, RD178, RD002",94.0%,"$21,001","$12,166","-$1,096"
21138,09600-17197884005,0.1,"$38,885",-1%,"RD010, RD049, RD186, RD046, RD174",89.5%,"$23,577","$12,844","-$1,379"
21139,09600-17197884004,0.15,"$30,683",-1%,"RD198, RD118, RD096, RD167, RD039",85.3%,"$25,152","$15,018","-$1,218"
21140,09600-17063000700,0.25,"$41,564",-1%,"RD178, RD010, RD020, RD063, RD186",93.5%,"$23,420","$13,325","-$1,304"
21141,09600-17197883304,0.09,"$36,957",-1%,"RD006, RD013, RD005, RD003, RD004",91.9%,"$19,787","$11,545","-$1,165"
21142,09600-17197883402,0.23,"$32,370",-1%,"RD010, RD049, RD039, RD040, RD163",91.9%,"$21,644","$12,214",-$957
21143,79255-,2.9,"$20,037",1%,"RD030, RD188, RD104, RD106, RD017",92.8%,"$17,647","$9,546","-$1,456"
21144,90757-,12.32,"$37,105",-0%,"RD198, RD096, RD118, RD072, RD010",39.8%,"$24,077","$14,186","-$1,206"
21145,64027-51195930900,2.54,"$23,791",-1%,"RD049, RD064, RD163, RD061, RD173",91.5%,"$19,881","$10,737","-$1,279"
21146,64027-51195931300,0.5,"$25,987",-1%,"RD163, RD049, RD186, RD061, RD190",94.1%,"$16,819","$9,282","-$1,224"
21147,64027-51195931400,0.79,"$24,420",-1%,"RD122, RD163, RD190, RD056, RD055",89.3%,"$19,979","$10,630","-$1,013"
21148,64027-51195931000,0.58,"$18,707",-1%,"RD132, RD064, RD106, RD104, RD129",90.8%,"$19,133","$9,929","-$1,068"
21149,64027-51195931500,1.12,"$16,460",-1%,"RD163, RD138, RD118, RD132, RD064",86.9%,"$20,668","$11,923","-$1,191"
21150,64027-51720960100,18.71,"$21,741",-1%,"RD025, RD106, RD104, RD138, RD132",92.0%,"$12,512","$6,164","-$1,117"
21151,26686-37029950101,0.01,"$27,358",0%,"RD115, RD184, RD167, RD116, RD121",93.1%,"$39,605","$25,220","-$1,272"
21152,26686-37139960400,44.92,"$20,253",0%,"RD139, RD130, RD131, RD161, RD108",90.4%,"$17,824","$9,426","-$1,822"
21153,26686-37139960300,253.3,"$10,131",0%,"RD052, RD108, RD162, RD130, RD158",90.1%,"$11,342","$4,585","-$1,519"
21154,26686-37139960702,0.53,"$32,631",0%,"RD167, RD019, RD189, RD186, RD121",90.8%,"$38,693","$24,556","-$1,600"
21155,26686-37139960200,63.51,"$15,013",0%,"RD122, RD107, RD018, RD139, RD130",84.8%,"$17,048","$8,626","-$1,129"
21156,26686-37139960701,3.21,"$31,667",0%,"RD005, RD020, RD178, RD185, RD083",93.5%,"$21,076","$11,427","-$1,477"
21157,26686-37139960502,3.15,"$26,572",0%,"RD031, RD186, RD131, RD115, RD106",93.4%,"$23,152","$13,751","-$1,350"
21158,26686-37139960501,1.93,"$26,003",0%,"RD049, RD189, RD115, RD131, RD106",92.6%,"$20,856","$12,233","-$1,288"
21159,26686-37029950102,0.03,"$29,245",0%,"RD167, RD049, RD019, RD115, RD005",94.0%,"$29,114","$18,138","-$1,280"
21160,26686-37139960600,1.68,"$30,025",0%,"RD019, RD189, RD167, RD131, RD048",91.6%,"$21,039","$12,384","-$1,525"
21161,96589-,2.57,"$24,332",-1%,"RD017, RD098, RD129, RD030, RD103",88.8%,"$19,903","$10,611","-$1,759"
21162,48556-,17.5,"$22,651",-0%,"RD144, RD017, RD103, RD030, RD187",91.9%,"$17,576","$9,384","-$1,540"
21163,65338-,1.67,"$22,414",1%,"RD198, RD118, RD096, RD167, RD049",81.3%,"$25,706","$15,180","-$1,236"
21164,10189-34011010800,2.74,"$28,195",-2%,"RD175, RD113, RD045, RD024, RD104",93.5%,"$21,186","$11,825","-$1,166"
21165,10189-34011020400,74.27,"$24,939",-2%,"RD017, RD106, RD104, RD001, RD047",93.2%,"$18,443","$10,184","-$1,643"
21166,10189-34011020503,166.54,"$11,439",-2%,"RD028, RD130, RD088, RD093, RD157",91.4%,"$14,928","$6,633","-$1,823"
21167,10189-34011010401,1.2,"$27,225",-2%,"RD104, RD106, RD017, RD001, RD187",93.2%,"$16,303","$8,593","-$1,257"
21168,10189-34011010500,0.61,"$35,761",-2%,"RD006, RD149, RD175, RD020, RD167",93.3%,"$23,597","$13,241","-$1,420"
21169,10189-34011010700,3.92,"$29,996",-2%,"RD115, RD015, RD016, RD175, RD113",92.8%,"$28,875","$16,943","-$1,296"
21170,10189-34011010600,0.19,"$38,062",-2%,"RD002, RD017, RD005, RD020, RD083",94.0%,"$21,166","$12,181","-$1,119"
21171,10189-34011020600,599.0,"$13,539",-2%,"RD052, RD051, RD108, RD028, RD066",78.8%,"$18,631","$9,976","-$1,627"
21172,62964-39025041501,6.4,"$51,092",1%,"RD063, RD174, RD186, RD178, RD062",92.9%,"$17,643","$9,314",-$652
21173,62964-39025041701,6.81,"$24,969",1%,"RD101, RD082, RD049, RD184, RD064",88.7%,"$22,630","$12,673","-$1,312"
21174,62964-39025041600,2.97,"$25,205",1%,"RD187, RD140, RD057, RD186, RD113",90.7%,"$19,710","$11,273","-$1,306"
21175,62964-39025041702,2.28,"$36,075",1%,"RD174, RD058, RD149, RD186, RD048",91.9%,"$22,947","$13,083","-$1,053"
